1634,644,43.732191651,-79.265696324,Kennedy
1634,548,43.750214795,-79.270907211,Lawrence East
1634,453,43.767226149,-79.277314667,Ellesmere
1682,429,43.770168391,-79.272482318,Midland
1730,429,43.773844112,-79.257863157,Scarborough Centre
1778,429,43.775512554,-79.251543390,McCowan
