921,357,43.761618114,-79.410988637,Sheppard-Yonge
1063,357,43.767252223,-79.387398646,Bayview
1135,357,43.769126785,-79.376724185,Bessarion
1206,357,43.771132451,-79.367416349,Leslie
1301,357,43.775564642,-79.346936420,Don Mills
